"","ID","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"1",54016,0.0508879766016148,0.37320129645056,0.00509267134992242,0.0646587307935845,1.37338280318255e-09,0.0290766577955508,0.00472500731720771,0.012381735298438
"2",54049,0.120090898583355,0.0964584101500044,0.134971770624457,0.0412076662213141,0.0965189774494426,0.104376089926937,0.0553723953892508,0.0304053570598891
"3",54050,0.111438604754193,0.140524122522408,0.0657084235856777,0.0602289401741616,0.122654628556151,0.168209096400509,0.0984685200342501,0.0951087206311945
"4",54064,0.0237703849911196,0.0392600572438989,0.0268645890463335,0.0398318819360484,0.0388965436009718,0.00828221587212494,0.00751518271295909,0.0123467362133212
"5",54067,0.23807733909049,0.0474524519065412,0.114884123230866,0.126278579773208,0.0207993831350972,0.0683795853367478,0.122049514357155,0.0965419880471018
"6",54070,0.0650927363186802,0.186865129282145,0.119558856657967,0.184601619426082,0.0956172250003789,0.137836015546133,0.0975660375744744,0.152645101803267
"7",54071,0.168632136960066,0.0504795132346962,0.111492872895306,0.11162355652765,0.0792106621197146,0.00454664188346221,0.059342603496132,0.13390432450815
"8",54075,0.0114608889717092,0.0664709357418492,0.00857388487090455,0.00563312020704659,0.00495867074689726,0.0302715078328714,0.00260804712262253,0.0236183779871804
"9",54090,0.026363398725893,0.0552543190570812,0.0508026299540957,0.0820095726072215,0.000422975212460042,0.00069098002793111,0.0562924362210531,0.0328976621596014
"10",54096,0.0275019141761557,0.000998928607548577,0.00893349007982547,0.00167814930860921,0.00767710428797902,0.00457554043548544,0.0201716611692909,0.0136855297345445
"11",54098,0.0423506354874535,0.0396261867876033,0.0354398078911324,0.0601878168686919,0.0622320969100804,0.216685513712163,0.037378397341521,0.058716114823021
"12",54102,0.0628320646380264,0.231120808653126,0.0124764938004468,0.0208428650373018,0.00323119042251021,0.0724116888030044,0.0776331206878452,0.00875576369254411
"13",54103,0.0436609977231709,0.0414161761934414,0.119024777375572,0.00865595668969155,0.0529822639116043,0.0132093859075862,0.0930678715704903,0.071835569238408
"14",54114,0.0240237734751708,0.0683399512979159,0.00886993979705542,0.0070895684402088,0.00657043235638166,0.00637022455156,0.0671825950734039,0.024340352111746
"15",54115,0.0467240358337679,0.000817613418102825,0.02081367075406,0.0301377186619561,0.0365438109974321,0.0610440334534987,0.0324960824527275,0.0275407010354638
"16",54117,0.0301741563126239,0.00677916554616032,0.0505397034524738,0.00515932410229303,0.0220241913104058,0.00257955706454766,0.0110133559856188,0.0248370728693287
"17",54119,0.0147135904919816,0.00417153596254727,0.0116242490091145,0.00877650278105735,0.0268356537534371,0.000810106144998712,0.0610053663533423,0.00426888206039755
"18",54121,0.00449276814701061,0.0500786361044222,0.0247665032773144,0.023034423339841,0.00864628565517971,0.0134427645370686,0.0186930521826299,0.00937569409060966
"19",54128,0.0157025995595324,0.00356945674379971,0.032341112297707,0.00553924158987407,0.0163367182976284,0.0128426822714413,0.0397811263615503,0.0206615189683105
"20",54129,0.0561023599719686,0.0243946453238675,0.00968739045091171,0.00783679071265708,0.00267948977253943,0.00803780185360156,0.0411433953423992,0.0190278103752017
"21",54131,0.00267657489694673,0.0139893041341036,0.109463967835706,0.000808045955915437,0.0137873191589579,0.00616130180516067,0.0210091140497528,0.00167383114662212
"22",54134,0.00717486562713937,0.0109828882191962,0.00168359788347527,0.00104213468816283,0.00765581571795126,0.0103622980628382,0.0112906378566954,0.0276631658082787
"23",54135,0.000214377277276606,0.00975478444497588,0.0176344426508954,0.00079923457895123,0.0331424804027755,0.0235284368617904,0.052954784147479,0.0116626413641243
"24",54138,0.0167919482517419,0.04380692766149,0.00597922462595313,0.02392243401821,0.0812121547029883,0.0274426494234395,0.0218516691922985,0.0351841949237419
"25",54146,0.0411354827267215,0.0153117883380753,0.00295594803723176,0.00957524646183805,0.000199050741503559,0.0291069283802579,0.00883979454202108,0.0092576969789207
"26",54148,0.00433965698800109,1.11022302462516e-16,0.00468744084804984,0.0042667735765054,0.00702501878883051,0.00419960181860149,0.0123453739935434,2.77555756156289e-17
"27",54151,0.00789316657919281,0.0112044796707851,0.0185970545345688,0.00731550170118045,0.029230374119426,0.0119584990632997,0.0639763115758344,0.00484575337658199
"28",54153,0.0385112984880106,0.00258778354582123,0.0294679310019513,0.0168626038761044,0.0156942353659419,0.0120107282869175,0.0195342629901636,0.0012522691221092
"29",54157,0.0839229240028768,0.02079106205096,0.080550163679378,0.00205410638737935,0.00924614645564628,0.00465257560087903,0.0408618866788623,0.00396823024507356
"30",54158,0.00432307768094387,0.00333548913080017,0.0116348302546103,0.00291950769083127,0.0426744231975472,0.0294635193222092,0.00558118665639701,0.00275686927963426
"31",54180,0.00430122951710732,0.00419907899556016,0.00433194924064106,0.0111177986884884,0.0343203161654634,0.00327549142085329,0.00487700665721252,0.0046236834603199
"32",54183,0.0201909120942483,0.0130024577236252,0.0307752129568615,0.00225946816830003,0.0123897179226131,0.00287650347242432,0.058107737827103,0.00588037968597596
