"","ID","Sad","Anxious","Angry"
"1",102,0.0443908610922436,0.067416761362087,0.0363749511253953
"2",103,0.0469781691718996,0.246706489344704,0.0358875584882837
"3",104,0.0801687858602937,0.0856034481651808,0.112695994311903
"4",105,0.029227898011694,0.0751251693981525,0.0226389760267855
"5",106,0.151101593883331,0.109163196186826,0.175247100408918
"6",107,NA,NA,NA
"7",108,0.189869531235029,0.203161828881091,0.152929723761203
"8",110,0.13896563034634,0.212874054109038,0.167615395632007
"9",111,0.0409595821732718,0.0621241210381116,0.0712362848394726
"10",112,0.277265757825836,0.202982818185719,0.147649019490432
"11",113,0.00134984407721697,0.0445748548549192,0.00507323265810853
"12",115,0.163974957336001,0.14891143092646,0.154973646980388
"13",116,0.0586609134566612,0.242745312512188,0.09897627119372
"14",117,0.00786688782565857,0.0340758778120144,0.00317657375969595
"15",118,0.0397065446959843,0.0366833696039279,0.0263572278340434
"16",119,NA,NA,NA
"17",120,0.199294924102235,0.127087353648826,0.133895465694969
"18",121,0.175936479729073,0.0954626694915442,0.291715081659124
"19",122,0.105669827173705,0.11492259607962,0.148315086365896
"20",123,NA,NA,NA
"21",124,NA,NA,NA
"22",126,0.0800932574054126,0.0932576982321659,0.0855543978071013
"23",127,0.0528612771245854,0.0703367287017432,0.0689755089004342
"24",130,0.0120565450625791,0.0181944104103719,0.0117354231062975
"25",131,NA,NA,NA
"26",132,0.0549647582291076,0.0309868589474971,0.0470200056062652
"27",134,0.0776833687897681,0.0794746006945372,0.0488637313778853
"28",135,0.21645592646347,0.125221193295941,0.246098397101335
"29",136,NA,NA,NA
"30",137,0.123876892328534,0.0464380105065173,0.0510685400963663
"31",138,0.206096175514886,0.125273862953202,0.12899497761375
"32",139,0.303245751298211,0.0435701575124159,0.125413806190571
"33",140,0.0950649410916412,0.149569256466424,0.14878337706453
"34",141,0.0763783047728351,0.0771907316316952,0.0700924897614537
"35",142,0.0288209513076226,0.0399407536921111,0.0104655038270932
"36",143,NA,NA,NA
"37",144,0.0336705872164448,0.111261806134452,0.0573301793756606
"38",145,0.0674854827552225,0.131647224104232,0.0816509636038323
"39",146,0.0674369496247978,0.095988168928948,0.0832459742879732
"40",150,0.0378358092598714,0.0405339405852234,0.0414125395127481
"41",152,0.0682296470573137,0.135055586164951,0.106970043257796
"42",153,0.130756702727121,0.0777597704901609,0.0854939040496596
"43",156,0.0800051603286629,0.0847238482315388,0.0476950593511525
"44",158,0.131225772391507,0.100406022426447,0.132728921838579
"45",159,0.0998534190579205,0.089365314417581,0.0884334702175272
"46",162,NA,NA,NA
"47",163,0.218539059627498,0.161296632185197,0.124906814924369
"48",164,0.08158122332449,0.0839710437888522,0.0571042835846878
"49",165,0.112215324948376,0.126240499208728,0.116850852297029
"50",166,0.0835042605292587,0.0658071559646257,0.0479130119413187
"51",168,0.110431030921395,0.104890029329923,0.0373914438687513
"52",169,0.10648321183779,0.0982962523436208,0.0417368443959606
"53",170,0.116952420722271,0.168041984034024,0.0896375954881556
"54",171,0.0241405144940271,0.0705372791177916,0.0446006511324804
"55",172,0.15713960610917,0.0540885204948407,0.205472538701336
"56",173,0.0746938995628327,0.0436150621083768,0.053517179655093
"57",175,NA,NA,NA
"58",176,0.0565993229382576,0.104660441994476,0.0699030718909797
"59",178,0.0467750573111434,0.150917516842772,0.0599687148501687
"60",179,NA,NA,NA
"61",180,0.0655432435504475,0.0913335438388968,0.0657302185606861
"62",181,0.0881283591181346,0.0939798066203532,0.101154696668202
"63",182,NA,NA,NA
"64",183,0.162653305210057,0.232456797980759,0.149614716438815
"65",184,0.0890912782706098,0.0892269598216415,0.0834334359315664
"66",185,0.113042088795445,0.117316328719948,0.092853526044092
"67",186,0.00216519221817173,0.00420252367462622,0.0199665785073079
"68",187,0.230825306430881,0.257645588785602,0.161172611552435
"69",188,0.0415258644268486,0.0705406337862247,0.0482009616674931
"70",189,0.0504969034435272,0.0410399095871413,0.0909487803159191
"71",190,0.198123385295542,0.146462937978483,0.145307558331645
"72",191,0.165007142240747,0.0479065732128565,0.145475015703177
